game_date,year,season,points_id,player_id,win_points,match_id,location_name,nickname,strike_count,spare_count,gutter_1_count,gutter_2_count,split_count,game_time,total_throws,strike_percentage,spare_percentage
2023-02-21,2023,2022/2023,2102202369210,2,180,69,"Victoria Bowling",Helcl,4,3,0,1,1,24,11,0.3636,0.4286
2023-02-21,2023,2022/2023,2102202369310,3,113,69,"Victoria Bowling",Vrbic,1,2,0,1,1,24,10,0.1000,0.2222
2023-02-21,2023,2022/2023,2102202369410,4,177,69,"Victoria Bowling",Spinda,4,4,0,0,0,24,11,0.3636,0.5714
2023-02-21,2023,2022/2023,2102202370110,1,115,70,"Victoria Bowling",Pichy,1,3,0,1,2,22,11,0.0909,0.3000
2023-02-21,2023,2022/2023,2102202370210,2,136,70,"Victoria Bowling",Helcl,3,2,0,2,0,22,10,0.3000,0.2857
2023-02-21,2023,2022/2023,2102202370310,3,145,70,"Victoria Bowling",Vrbic,1,5,0,2,1,22,10,0.1000,0.5556
2023-02-21,2023,2022/2023,2102202370410,4,121,70,"Victoria Bowling",Spinda,3,1,5,0,1,22,11,0.2727,0.1250
2023-09-06,2023,2023/2024,202371110,1,122,71,"Xbowling Strašnice",Pichy,2,3,1,2,0,25,10,0.2000,0.3750
2023-09-06,2023,2023/2024,202371210,2,135,71,"Xbowling Strašnice",Helcl,2,2,0,0,2,25,10,0.2000,0.2500
2023-09-06,2023,2023/2024,202371310,3,102,71,"Xbowling Strašnice",Vrbic,2,0,0,4,1,25,10,0.2000,0.0000
2023-09-06,2023,2023/2024,202371410,4,136,71,"Xbowling Strašnice",Spinda,1,6,0,2,0,25,11,0.0909,0.6000
2023-09-06,2023,2023/2024,202372110,1,128,72,"Xbowling Strašnice",Pichy,4,2,0,5,1,26,12,0.3333,0.2500
2023-09-06,2023,2023/2024,202372210,2,182,72,"Xbowling Strašnice",Helcl,2,7,0,0,0,26,11,0.1818,0.7778
2023-09-06,2023,2023/2024,202372310,3,113,72,"Xbowling Strašnice",Vrbic,1,2,0,4,0,26,10,0.1000,0.2222
2023-09-06,2023,2023/2024,202372410,4,133,72,"Xbowling Strašnice",Spinda,1,3,0,3,4,26,11,0.0909,0.3000
2023-09-25,2023,2023/2024,202373110,1,103,73,"Xbowling Strašnice",Pichy,2,0,0,5,0,25,10,0.2000,0.0000
2023-09-25,2023,2023/2024,202373210,2,156,73,"Xbowling Strašnice",Helcl,2,5,0,2,1,25,10,0.2000,0.6250
2023-09-25,2023,2023/2024,202373310,3,116,73,"Xbowling Strašnice",Vrbic,2,3,0,3,0,25,10,0.2000,0.3750
2023-09-25,2023,2023/2024,202373410,4,138,73,"Xbowling Strašnice",Spinda,2,3,0,2,2,25,10,0.2000,0.3750
2023-09-25,2023,2023/2024,202374110,1,122,74,"Xbowling Strašnice",Pichy,2,3,0,1,0,32,11,0.1818,0.3333
2023-09-25,2023,2023/2024,202374210,2,172,74,"Xbowling Strašnice",Helcl,3,6,0,2,0,32,11,0.2727,0.7500
2023-09-25,2023,2023/2024,202374310,3,123,74,"Xbowling Strašnice",Vrbic,1,3,0,3,0,32,10,0.1000,0.3333
2023-09-25,2023,2023/2024,202374410,4,163,74,"Xbowling Strašnice",Spinda,2,7,0,0,0,32,11,0.1818,0.7778
